property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,total_capacity,bedrooms_per_accommodates,bathrooms_per_accommodates,review_activity_ratio,host_experience_days,days_since_last_review,review_scores_consistency,booking_pressure,description_length,amenities_count
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,t,1.0,1.0,52.56587,-8.79017,t,16,41,63,112,767,80,8,4.91,4.95,4.97,4.84,8.13,101.0,4.0,0.3333333333333333,0.3333333333333333,0.032007874015748,2757.0,-344.0,0.057373048260195,253,120,23
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,5.0,6.0,34.11802598585962,-118.1776282905606,t,8,18,48,323,4,3,0,4.75,4.5,4.25,4.5,0.22,108.0,2.0,0.3333333333333333,0.3333333333333333,0.0051162790697674,1797.0,-384.0,0.2041241452319315,42,416,8
Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,within an hour,100%,f,19.0,23.0,51.51899,-0.16943,t,12,32,47,140,6,3,0,3.83,3.67,4.33,4.33,0.42,296.0,28.0,0.25,0.125,0.001858407079646,482.0,-312.0,0.3411744421846396,225,143,26
Entire vacation home,Entire home/apt,5,1.0,1.0,3.0,within an hour,100%,t,6.0,6.0,37.50208,15.07869,t,23,53,83,263,41,5,0,4.85,4.95,4.71,4.83,0.35,105.0,15.0,0.1666666666666666,0.1666666666666666,0.0033980582524271,4291.0,-190.0,0.0984885780179611,102,214,29
Entire cottage,Entire home/apt,6,1.0,2.0,5.0,within an hour,100%,t,3.0,3.0,42.248131,2.808931,t,0,0,0,34,53,12,0,4.89,4.81,4.81,4.83,0.85,120.0,30.0,0.2857142857142857,0.1428571428571428,0.0025602409638554,2049.0,-194.0,0.0378593889720018,331,476,36
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,1.0,1.0,44.9340352,-93.1519362,t,0,0,0,0,16,0,0,4.94,5.0,4.94,4.94,0.69,65.0,2.0,0.3333333333333333,0.3333333333333333,0.0018852459016393,2005.0,36.0,0.0299999999999998,365,497,22
Entire home,Entire home/apt,8,2.0,4.0,4.0,,,f,1.0,4.0,30.21674,-97.86081,t,0,23,53,164,11,2,0,5.0,5.0,5.0,5.0,0.18,238.0,32.0,0.4444444444444444,0.2222222222222222,0.0008910891089108,3007.0,-316.0,0.0,201,586,54
Private room in townhouse,Private room,1,1.0,1.0,1.0,within a few hours,100%,f,1.0,1.0,55.98043,-3.23531,t,28,58,88,88,1,1,0,5.0,5.0,5.0,5.0,0.25,73.0,1.0,0.5,0.5,0.0008992805755395,3083.0,-314.0,0.0,277,362,45
Entire home,Entire home/apt,8,3.0,4.0,5.0,within an hour,100%,f,1.0,1.0,-26.3583368141313,153.0134192082824,t,0,23,23,94,2,2,0,4.5,4.5,4.5,5.0,1.03,550.0,40.0,0.4444444444444444,0.3333333333333333,0.0037867647058823,-322.0,-368.0,0.25,271,499,19
Entire villa,Entire home/apt,4,1.0,2.0,3.0,,,f,1.0,1.0,40.1333383,18.0091362,t,30,60,90,357,2,0,0,5.0,5.0,4.5,5.0,0.1,40.0,12.0,0.4,0.2,0.0111111111111111,1923.0,111.0,0.25,8,486,51
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,t,8.0,8.0,37.97251,23.71956,t,22,52,77,340,277,32,1,4.87,4.9,4.96,4.87,2.99,146.0,18.0,0.2857142857142857,0.1428571428571428,0.115,3162.0,-329.0,0.0424264068711927,25,314,31
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,4404.0,5806.0,41.86449,-87.6246,t,2,2,2,2,0,0,0,,,,,,202.0,2.0,0.3333333333333333,0.3333333333333333,,675.0,,,363,515,49
Private room in boat,Private room,2,1.0,1.0,2.0,,,f,1.0,2.0,48.67106191472307,-123.40505058031384,t,28,58,88,178,3,0,0,5.0,5.0,4.67,4.67,0.13,720.0,4.0,0.3333333333333333,0.3333333333333333,0.0006914893617021,4365.0,262.0,0.1905255888325765,187,516,49
Private room,Private room,2,1.0,1.0,2.0,within an hour,100%,f,11.0,28.0,51.22326,4.40694,t,6,8,8,8,320,53,1,4.61,4.6,4.87,4.64,4.94,64.0,4.0,0.3333333333333333,0.3333333333333333,0.0137988826815642,3513.0,-342.0,0.1278019300845388,357,421,14
Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,within an hour,100%,f,264.0,398.0,40.77493,-73.94816,t,29,59,89,364,2,1,0,5.0,4.5,5.0,4.5,0.05,172.0,3.0,0.0,0.25,0.025,2212.0,-224.0,0.2886751345948128,1,509,36
Private room in home,Private room,1,2.0,1.0,0.0,a few days or more,0%,f,1.0,1.0,43.13764638609789,-77.60688796811746,,23,53,83,83,0,0,0,,,,,,31.0,0.0,0.5,1.0,,-10.0,,,282,0,11
Private room in rental unit,Private room,2,1.0,1.0,1.0,,,f,1.0,3.0,59.94276,10.75876,t,28,58,88,363,41,2,0,4.93,4.76,4.83,4.8,0.35,714.0,2.0,0.3333333333333333,0.3333333333333333,0.1166666666666666,3204.0,-179.0,0.0725718035235907,2,234,28
Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,f,2.0,2.0,35.33775324526421,25.37312527135061,t,0,0,0,202,1,1,0,5.0,4.0,5.0,5.0,0.34,200.0,12.0,0.2,0.2,0.0020731707317073,-133.0,-275.0,0.5,163,59,38
Entire guest suite,Entire home/apt,7,2.0,3.0,4.0,within an hour,100%,t,1.0,2.0,37.75769,-122.47922,t,14,24,36,255,284,55,3,4.89,4.92,4.88,4.76,6.29,197.0,28.0,0.375,0.25,0.0566666666666666,3044.0,-423.0,0.0704154339142587,110,527,50
Private room in home,Private room,3,1.0,1.0,2.0,within an hour,96%,f,4.0,9.0,53.33907547332638,-6.551519216848855,t,2,2,2,2,0,0,0,,,,,,50.0,6.0,0.25,0.25,,3348.0,,,363,384,16
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,,,f,2.0,3.0,37.386521163312246,24.39588828252564,t,0,30,60,285,8,3,0,4.75,4.88,4.88,4.25,0.45,120.0,3.0,0.25,0.25,0.0055555555555555,207.0,-201.0,0.2996664812754339,80,484,18
Entire home,Entire home/apt,7,1.5,4.0,5.0,,,f,1.0,1.0,35.26141,25.0684,t,0,0,6,186,11,9,0,4.36,4.27,4.18,4.27,0.71,153.0,35.0,0.5,0.1875,0.0039444444444444,168.0,-239.0,0.0734846922834955,179,478,42
Entire villa,Entire home/apt,4,1.0,2.0,3.0,within a day,100%,f,103.0,109.0,39.88785,3.02744,t,0,0,0,0,0,0,0,,,,,,179.0,12.0,0.4,0.2,,749.0,,,365,1000,19
Entire condo,Entire home/apt,4,1.0,0.0,2.0,within a day,100%,f,1.0,2.0,36.10794,-115.16906,t,23,47,74,164,14,1,0,4.93,5.0,5.0,4.86,0.22,225.0,8.0,0.0,0.2,0.001089108910891,1631.0,-385.0,0.0670198975429435,201,431,22
Entire condo,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,t,2.0,4.0,51.53184,-0.08783,t,14,44,74,164,128,32,2,4.94,4.95,4.73,4.81,1.68,189.0,8.0,0.4,0.2,0.0083168316831683,4373.0,-334.0,0.1062622541953005,201,335,61
Entire home,Entire home/apt,4,1.0,1.0,1.0,a few days or more,0%,f,5.0,8.0,38.01604,12.51298,t,2,32,62,306,19,1,0,4.42,4.58,4.79,4.37,0.36,53.0,4.0,0.2,0.2,0.006,3605.0,-255.0,0.189208879284245,59,494,23
Entire home,Entire home/apt,8,2.0,4.0,4.0,within a few hours,100%,f,1.0,4.0,45.55894,-122.67658,t,23,53,83,173,6,0,0,4.33,4.33,4.83,4.67,0.35,187.0,32.0,0.4444444444444444,0.2222222222222222,0.0018134715025906,2294.0,0.0,0.2511307760244982,192,265,50
Private room in rental unit,Private room,2,1.0,1.0,1.0,,,f,1.0,1.0,48.86824,2.2911,t,0,25,55,235,19,19,0,4.84,4.47,4.95,4.58,3.73,115.0,2.0,0.3333333333333333,0.3333333333333333,0.028473282442748,-136.0,-249.0,0.2228601953392905,130,504,6
Entire villa,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,1044.0,2139.0,45.4757082250274,9.183105845865242,t,30,60,90,365,0,0,0,,,,,,140.0,2.0,0.3333333333333333,0.3333333333333333,,1655.0,,,0,32,14
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,,,f,1.0,3.0,37.70886,12.8845,t,29,59,89,364,7,0,0,5.0,4.71,4.71,4.86,0.06,60.0,8.0,0.4,0.2,0.03,3143.0,1188.0,0.1392838827718412,1,252,7
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,t,4.0,5.0,40.40577369106728,-3.681996057937492,t,2,11,34,53,13,13,8,5.0,4.92,4.92,5.0,7.65,68.0,2.0,0.3333333333333333,0.3333333333333333,0.02444089456869,424.0,-426.0,0.0461880215351701,312,491,51
Entire home,Entire home/apt,3,1.5,1.0,1.0,within a day,100%,f,1.0,7.0,38.71526,-9.16839,t,1,9,17,43,52,4,0,4.79,4.88,4.47,4.78,0.52,63.0,3.0,0.25,0.375,0.001609907120743,3215.0,-228.0,0.1790716802475107,322,0,28
Entire home,Entire home/apt,2,1.0,1.0,1.0,within a day,50%,f,1.0,1.0,50.81371,4.42674,t,23,44,69,69,5,2,0,4.8,5.0,4.6,4.8,0.29,114.0,2.0,0.3333333333333333,0.3333333333333333,0.0009764309764309,425.0,-216.0,0.1632993161855453,296,414,11
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,98%,f,28.0,41.0,13.71342,100.59555,t,30,60,90,365,0,0,0,,,,,,700.0,2.0,0.3333333333333333,0.3333333333333333,,2370.0,,,0,415,11
Entire villa,Entire home/apt,6,1.0,2.0,3.0,,,f,1.0,1.0,36.42117,28.15833,t,0,0,1,228,4,2,0,5.0,5.0,5.0,5.0,0.08,288.0,18.0,0.2857142857142857,0.1428571428571428,0.0005797101449275,1902.0,-223.0,0.0,137,489,50
Entire home,Entire home/apt,4,1.0,2.0,4.0,within an hour,100%,t,1.0,1.0,55.94462,-3.24718,t,6,25,40,187,35,23,0,4.97,4.94,4.94,4.83,1.88,194.0,16.0,0.4,0.2,0.0105027932960893,541.0,-329.0,0.0616441400296897,178,331,54
Entire home,Entire home/apt,12,1.0,5.0,5.0,within an hour,100%,f,1.0,1.0,46.03301,-65.03518,t,26,56,86,357,48,22,1,4.67,4.46,4.9,4.6,2.01,327.0,60.0,0.3846153846153846,0.0769230769230769,0.2233333333333333,3129.0,-349.0,0.1837344097694642,8,505,52
Private room in rental unit,Private room,1,1.0,1.0,1.0,,,f,1.0,2.0,41.17632,-8.62883,t,0,0,0,66,135,0,0,4.85,4.98,4.57,4.84,1.16,21.0,1.0,0.5,0.5,0.0038666666666666,4342.0,94.0,0.1722401424368508,299,122,13
Private room in home,Private room,2,2.0,1.0,1.0,within an hour,100%,t,2.0,2.0,43.14841,-77.58356,t,17,31,41,99,151,11,0,4.9,4.83,4.97,4.92,1.08,59.0,2.0,0.3333333333333333,0.6666666666666666,0.0040449438202247,5341.0,-329.0,0.0580229839517638,266,492,54
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,34.20152,-118.37158,t,30,60,90,180,5,0,0,4.4,4.2,4.6,4.4,0.07,85.0,2.0,0.3333333333333333,0.3333333333333333,0.0003763440860215,1954.0,1543.0,0.163299316185545,185,186,9
Entire condo,Entire home/apt,4,1.0,2.0,2.0,a few days or more,33%,f,1.0,2.0,51.44982880580867,-0.1204812605823173,t,2,2,28,28,1,1,0,5.0,5.0,5.0,5.0,0.09,140.0,8.0,0.4,0.2,0.0002662721893491,3834.0,-1.0,0.0,337,468,55
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within a few hours,100%,f,147.0,154.0,45.4949069,9.2016719,t,2,32,62,337,1,0,0,5.0,5.0,5.0,5.0,0.05,106.0,12.0,0.4,0.4,0.0017241379310344,3385.0,175.0,0.0,28,496,29
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,f,49.0,82.0,48.19225245267743,16.32961748368336,t,12,25,46,249,0,0,0,,,,,,51.0,18.0,0.2857142857142857,0.1428571428571428,,-194.0,,,116,461,32
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,39.0,39.0,43.76836,11.25638,t,10,27,33,201,38,2,0,4.34,4.57,4.86,4.5,0.52,850.0,2.0,0.3333333333333333,0.3333333333333333,0.0031515151515151,2842.0,-322.0,0.217466472511665,164,351,27
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,within a few hours,100%,f,93.0,106.0,25.98536,-80.12251,t,23,53,83,173,5,5,0,3.8,3.8,4.6,3.2,0.41,349.0,15.0,0.3333333333333333,0.3333333333333333,0.0021243523316062,2492.0,-288.0,0.5744562646538027,192,0,74
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,within a few hours,80%,f,11.0,32.0,35.91822,14.49209,t,8,17,30,269,10,0,0,4.4,4.5,5.0,4.4,0.19,80.0,18.0,0.2857142857142857,0.2857142857142857,0.0019587628865979,2499.0,363.0,0.2872281323269013,96,375,28
Entire home,Entire home/apt,10,2.0,4.0,4.0,within an hour,90%,t,1.0,1.0,33.82101,-118.31502,t,16,46,76,76,70,19,0,4.86,4.91,4.81,4.83,2.16,201.0,40.0,0.3636363636363636,0.1818181818181818,0.0074482758620689,548.0,-380.0,0.0434932945023331,289,484,68
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,t,1.0,1.0,48.8307,2.33456,t,1,1,3,262,2,1,0,5.0,4.5,5.0,4.0,0.14,40.0,2.0,0.3333333333333333,0.3333333333333333,0.0013461538461538,2586.0,-140.0,0.478713553878169,103,473,16
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,f,1.0,1.0,40.43134,16.89071,t,0,0,1,29,25,0,0,4.8,4.92,4.72,4.68,0.28,50.0,12.0,0.4,0.2,0.0008308605341246,2387.0,112.0,0.1058300524425837,336,257,23
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,,,f,3.0,6.0,41.1210275,16.8714701,t,30,60,76,87,2,1,0,4.5,4.5,4.0,4.0,0.09,135.0,8.0,0.2,0.2,0.0003225806451612,3055.0,-220.0,0.2886751345948128,278,265,52
Entire home,Entire home/apt,9,4.5,3.0,3.0,within an hour,100%,f,71.0,119.0,35.549262176414054,24.08386756983643,t,28,58,88,346,1,1,0,5.0,5.0,5.0,5.0,0.19,329.0,27.0,0.3,0.45,0.0095,2915.0,-209.0,0.0,19,412,63
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,48.88561408673478,2.316140298299927,t,23,53,83,358,0,0,0,,,,,,380.0,2.0,0.3333333333333333,0.3333333333333333,,2877.0,,,7,184,29
Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,within an hour,100%,f,4.0,4.0,45.4925734,-73.58232509999999,t,30,55,75,298,75,29,0,4.45,4.39,4.6,4.51,2.44,99.0,2.0,0.3333333333333333,0.5,0.0358823529411764,1859.0,-366.0,0.0895823643358445,67,540,33
Entire home,Entire home/apt,6,3.5,3.0,3.0,within an hour,100%,t,2.0,2.0,39.93327,4.1412,t,26,51,81,285,117,25,1,5.0,5.0,4.94,4.97,1.46,125.0,18.0,0.4285714285714285,0.5,0.0180246913580246,2100.0,-360.0,0.0287228132326899,80,290,60
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,60%,f,4.0,7.0,50.83548,4.3638,t,30,60,90,365,2,2,0,3.0,3.0,3.0,3.0,0.56,285.0,3.0,0.25,0.25,0.56,-56.0,-335.0,0.0,0,420,18
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within a few hours,84%,f,164.0,498.0,41.4003755214516,2.1495601017637,t,30,60,90,365,0,0,0,,,,,,100.0,6.0,0.25,0.25,,3386.0,,,0,194,4
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,f,57.0,64.0,19.42688,-99.17228,t,28,58,88,335,64,24,0,4.61,4.53,4.86,4.64,0.85,786.0,2.0,0.3333333333333333,0.3333333333333333,0.0274193548387096,3522.0,-306.0,0.1411854572303158,30,233,24
Entire home,Entire home/apt,9,2.0,3.0,6.0,within an hour,100%,t,1.0,1.0,36.09365,-115.13793,t,11,27,46,131,112,19,2,4.84,4.92,4.84,4.85,2.75,165.0,54.0,0.3,0.2,0.0117021276595744,1842.0,-421.0,0.0386221007541882,234,227,45
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,11.0,11.0,40.39068,-3.72452,t,15,45,75,96,0,0,0,,,,,,98.0,2.0,0.3333333333333333,0.3333333333333333,,-382.0,,,269,481,39
Entire home,Entire home/apt,6,3.0,3.0,4.0,within a few hours,100%,f,1.0,1.0,35.43439,24.17938,t,0,0,0,242,1,1,0,5.0,5.0,5.0,5.0,0.22,241.0,24.0,0.4285714285714285,0.4285714285714285,0.001774193548387,1458.0,-226.0,0.0,123,480,42
Entire condo,Entire home/apt,2,1.0,0.0,1.0,within an hour,95%,f,212.0,335.0,51.58937,-0.06117,t,0,7,37,51,22,12,0,4.86,4.95,5.0,4.64,0.71,126.0,2.0,0.0,0.3333333333333333,0.0022539682539682,2589.0,-255.0,0.1592430008927657,314,270,44
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,,,f,5.0,6.0,38.71370634117411,-9.144093966248844,t,11,26,49,250,0,0,0,,,,,,224.0,2.0,0.3333333333333333,0.3333333333333333,,300.0,,,115,382,20
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,11.0,15.0,-37.8147259,144.9621291,t,23,44,73,306,212,17,0,4.8,4.9,4.96,4.76,1.85,197.0,2.0,0.3333333333333333,0.3333333333333333,0.0308333333333333,4201.0,-366.0,0.0914694848934151,59,280,41
Entire home,Entire home/apt,6,2.0,3.0,4.0,within an hour,100%,f,86.0,92.0,-37.87774,145.0909,t,27,49,79,354,0,0,0,,,,,,239.0,24.0,0.4285714285714285,0.2857142857142857,,2807.0,,,11,439,49
Entire rental unit,Entire home/apt,8,2.0,4.0,5.0,within an hour,100%,t,45.0,49.0,37.97287211642379,23.711848855018616,t,16,43,73,348,0,0,0,,,,,,267.0,40.0,0.4444444444444444,0.2222222222222222,,1572.0,,,17,94,41
Entire townhouse,Entire home/apt,6,1.0,2.0,3.0,,,,22.0,60.0,47.61123,-122.30592,t,25,55,85,113,125,28,4,4.85,4.88,4.9,4.74,4.14,156.0,18.0,0.2857142857142857,0.1428571428571428,0.0163636363636363,2220.0,-350.0,0.0713559154286921,252,444,57
Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,within an hour,100%,f,1.0,1.0,51.53056967097366,-0.2157374216855542,t,11,41,65,195,1,1,1,5.0,5.0,4.0,5.0,1.0,151.0,4.0,0.4,0.2,0.0058479532163742,2858.0,-342.0,0.5,170,487,28
Room in hotel,Private room,2,1.0,0.0,1.0,within a few hours,100%,t,63.0,92.0,36.14086,-115.16131,t,0,0,3,3,10,2,0,5.0,5.0,5.0,5.0,0.35,288.0,2.0,0.0,0.3333333333333333,0.0009641873278236,3876.0,-376.0,0.0,362,460,20
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,,,f,1.0,1.0,40.4148027167816,-3.708386676965792,t,0,0,0,254,0,0,0,,,,,,135.0,8.0,0.2,0.2,,902.0,,,111,61,5
Entire home,Entire home/apt,9,3.0,4.0,5.0,within an hour,100%,f,161.0,175.0,33.98769,-118.33836,t,22,52,80,350,0,0,0,,,,,,247.0,45.0,0.4,0.3,,1282.0,,,15,490,59
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,,80.0,118.0,48.878427820754176,2.341939955949784,t,17,47,77,283,41,21,3,4.83,4.8,4.93,4.66,1.98,96.0,2.0,0.3333333333333333,0.3333333333333333,0.0238554216867469,1483.0,-335.0,0.1115048578911847,82,456,20
Entire townhouse,Entire home/apt,6,2.5,3.0,4.0,within an hour,97%,t,97.0,165.0,-30.2603236,153.1380883,t,25,50,80,348,17,9,2,4.88,5.0,4.71,4.53,1.09,395.0,24.0,0.4285714285714285,0.3571428571428571,0.0605555555555555,2906.0,-414.0,0.2047763007121021,17,438,41
Entire condo,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,t,2.0,2.0,36.82353,-114.06141,t,2,6,25,285,127,8,0,4.91,4.94,4.94,4.91,2.05,92.0,18.0,0.2857142857142857,0.2857142857142857,0.0253086419753086,1740.0,-374.0,0.0173205080756889,80,262,48
Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,within an hour,100%,f,58.0,59.0,52.49773,13.31351,t,0,0,0,217,0,0,0,,,,,,128.0,20.0,0.1666666666666666,0.1666666666666666,,657.0,,,148,435,26
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,86%,f,1.0,1.0,-38.36349,142.23672,t,19,49,76,351,4,4,0,5.0,4.5,4.25,4.5,0.41,350.0,8.0,0.4,0.2,0.0273333333333333,307.0,-313.0,0.3145764348029479,14,503,60
Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,a few days or more,0%,f,1.0,2.0,50.83248,4.38625,t,16,46,76,351,5,0,0,5.0,5.0,4.8,4.8,0.11,198.0,18.0,0.4285714285714285,0.1428571428571428,0.0073333333333333,2785.0,470.0,0.1154700538379252,14,448,48
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,t,12.0,12.0,-27.4624632,153.0336229,t,0,13,33,126,126,46,0,4.92,4.9,4.99,4.78,4.18,259.0,18.0,0.4285714285714285,0.2857142857142857,0.0174166666666666,1652.0,-385.0,0.0873212459828648,239,520,78
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,f,3.0,4.0,41.137646626952105,-8.624734202475596,t,10,29,59,251,1,1,1,4.0,4.0,4.0,3.0,1.0,65.0,8.0,0.2,0.2,0.008695652173913,2303.0,-419.0,0.5,114,381,19
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within a day,75%,f,2.0,2.0,39.54365,3.3392,t,30,60,90,365,0,0,0,,,,,,189.0,18.0,0.2857142857142857,0.1428571428571428,,-215.0,,,0,490,6
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,95%,f,1.0,1.0,49.89472,-97.14381,t,8,19,35,293,147,53,3,4.68,4.61,4.81,4.71,5.78,63.0,2.0,0.3333333333333333,0.3333333333333333,0.0791780821917808,2053.0,-415.0,0.0830160627027482,72,413,63
Entire rental unit,Entire home/apt,4,1.0,0.0,4.0,within a few hours,100%,t,18.0,19.0,37.44604,25.33017,t,0,0,0,211,252,31,0,4.92,4.91,4.99,4.78,3.11,70.0,16.0,0.0,0.2,0.0200645161290322,2796.0,-291.0,0.0875595035770912,154,170,22
Private room in home,Private room,1,2.0,5.0,1.0,within a few hours,100%,t,9.0,11.0,40.4208171,-3.6732293,t,8,23,24,299,5,0,0,4.8,5.0,5.0,4.8,0.22,25.0,1.0,2.5,1.0,0.0032835820895522,1895.0,-29.0,0.1154700538379252,66,354,41
Cycladic home,Entire home/apt,5,1.0,1.0,4.0,a few days or more,0%,f,6.0,7.0,36.43162,25.45532,t,0,0,0,211,0,0,0,,,,,,191.0,20.0,0.1666666666666666,0.1666666666666666,,246.0,,,154,88,41
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,,27.0,38.0,37.98404,23.7392,t,30,60,90,365,241,35,0,4.93,4.92,4.93,4.91,3.61,86.0,2.0,0.3333333333333333,0.3333333333333333,3.61,2119.0,-321.0,0.0095742710775631,0,471,35
Entire home,Entire home/apt,6,2.5,3.0,3.0,within an hour,90%,t,11.0,14.0,51.5133669,-0.1702245,t,29,59,89,364,0,0,0,,,,,,800.0,18.0,0.4285714285714285,0.3571428571428571,,-57.0,,,1,445,54
Entire home,Entire home/apt,10,3.0,5.0,5.0,within an hour,95%,t,4.0,5.0,32.751393975466,-117.16525693659382,t,15,37,67,336,41,16,1,4.95,4.9,4.88,4.73,1.46,772.0,50.0,0.4545454545454545,0.2727272727272727,0.0486666666666666,2914.0,-333.0,0.0946924847422785,29,399,58
Private room in home,Private room,2,1.0,1.0,1.0,,,f,1.0,4.0,34.143452473156835,-118.46710607843912,t,30,60,90,365,0,0,0,,,,,,80.0,2.0,0.3333333333333333,0.3333333333333333,,3563.0,,,0,490,63
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,f,63.0,126.0,20.92173,-156.69509,t,0,1,3,54,1,0,0,4.0,3.0,5.0,5.0,0.02,372.0,8.0,0.2,0.2,6.41025641025641e-05,2498.0,833.0,0.957427107756338,311,519,30
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,f,2.0,2.0,45.51187760971075,-73.57347076125585,t,29,59,78,218,3,2,0,5.0,5.0,5.0,5.0,0.21,207.0,2.0,0.3333333333333333,0.3333333333333333,0.0014189189189189,2012.0,-224.0,0.0,147,353,16
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,t,15.0,15.0,34.69806,-118.18996,t,30,60,76,296,116,7,0,4.91,4.94,4.91,4.94,1.74,35.0,2.0,0.3333333333333333,0.3333333333333333,0.0248571428571428,1574.0,-383.0,0.0173205080756889,69,116,67
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within a day,70%,f,1.0,2.0,51.51872047918252,-0.1366706109329452,t,6,15,45,225,6,6,0,4.83,5.0,5.0,5.0,0.72,320.0,2.0,0.0,0.3333333333333333,0.0051063829787234,3032.0,-240.0,0.0849999999999999,140,141,46
Private room in rental unit,Private room,1,2.0,1.0,1.0,within a few hours,100%,f,10.0,11.0,41.39374,2.17557,t,0,0,0,173,9,3,0,4.44,4.0,5.0,4.56,0.2,21.0,1.0,0.5,1.0,0.0010362694300518,2758.0,-216.0,0.4111771718695806,192,476,19
Entire townhouse,Entire home/apt,12,4.5,4.0,10.0,within an hour,100%,f,102.0,126.0,36.1972572,-86.8299715,t,22,52,74,343,20,9,1,4.9,4.7,4.6,4.9,0.83,158.0,120.0,0.3076923076923077,0.3461538461538461,0.0360869565217391,1418.0,-430.0,0.1500000000000003,22,466,39
Private room in rental unit,Private room,4,1.0,1.0,2.0,,,f,2.0,4.0,48.85178328024668,2.3796408921297703,t,0,0,0,33,128,4,0,4.83,4.79,4.86,4.77,0.92,400.0,8.0,0.2,0.2,0.0027627627627627,4061.0,-217.0,0.040311288741493,332,392,35
Private room in rental unit,Private room,1,1.0,1.0,1.0,,,f,1.0,1.0,41.05072,29.10615,t,23,53,83,358,0,0,0,,,,,,500.0,1.0,0.5,0.5,,1213.0,,,7,70,7
Entire villa,Entire home/apt,4,2.0,2.0,3.0,,,f,2.0,2.0,35.50486,23.71231,t,0,0,0,0,10,0,0,4.9,4.8,4.9,4.7,0.13,150.0,12.0,0.4,0.4,0.0003551912568306,3053.0,467.0,0.0957427107756339,365,295,57
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,within an hour,100%,f,1.0,1.0,41.1430389,-8.6062537,t,8,16,25,269,17,17,0,4.53,4.59,5.0,4.65,2.02,93.0,8.0,0.4,0.3,0.0208247422680412,2285.0,-308.0,0.2107723890835798,96,492,37
Private room in condo,Private room,1,1.0,1.0,1.0,within an hour,100%,f,41.0,45.0,41.11564254760742,16.864208221435547,t,3,33,63,154,31,8,0,4.42,4.39,4.61,4.23,0.34,15.0,1.0,0.5,0.5,0.0016037735849056,2408.0,-249.0,0.1558578412100805,211,349,41
