property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire home,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,1.0,3.0,3.0,36.61646,27.83588,1.0,1,1,1,95,28,8,0,4.82,4.93,4.96,4.71,0.67,80.0,3.0,65,2369.0,475,0.0333333333333333,168.0
Room in hotel,Private room,2,1.0,0.0,1.0,within a few hours,95%,0.0,143.0,143.0,21.28377,-157.82914,1.0,22,49,79,79,0,0,0,,,,,,172.0,,16,3917.0,334,0.7333333333333333,
Entire rental unit,Entire home/apt,2,1.0,2.0,5.0,within an hour,100%,0.0,4.0,6.0,55.69164,12.53033,1.0,28,58,88,363,3,0,0,4.67,4.33,4.67,3.33,0.16,466.0,2.5,7,3915.0,424,0.9333333333333332,559.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,-22.9621,-43.17419,1.0,0,8,8,8,21,13,1,4.9,4.76,5.0,4.86,1.27,555.0,2.0,30,2598.0,400,0.0,103.0
Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,within a few hours,100%,0.0,4.0,11.0,34.0986,-118.30758,1.0,30,60,89,89,22,0,0,4.45,4.64,4.32,4.32,0.37,99.0,,31,1878.0,341,1.0,641.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within a few hours,100%,0.0,13.0,15.0,44.4906732302864,11.2914814129669,1.0,21,51,69,69,0,0,0,,,,,,353.0,1.5,28,2058.0,285,0.7,
Entire rental unit,Entire home/apt,9,2.0,4.0,4.0,,,0.0,3.0,4.0,40.95318,17.29553,1.0,0,0,0,0,2,0,0,5.0,5.0,4.5,4.5,0.05,300.0,1.0,44,2759.0,484,0.0,942.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,9.0,10.0,48.86990446152359,2.3094681275154607,1.0,0,27,57,149,2,1,1,5.0,5.0,5.0,5.0,0.14,180.0,1.0,42,5009.0,281,0.0,114.0
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,0.0,1.0,1.0,41.12056426387106,16.78324222085697,1.0,28,58,88,361,0,0,0,,,,,,60.0,2.0,5,97.0,527,0.9333333333333332,
Entire home,Entire home/apt,6,1.5,2.0,2.0,within an hour,100%,0.0,6.0,7.0,35.16539,24.58277,1.0,23,53,83,317,26,0,0,4.73,4.23,4.73,4.81,0.49,58.0,1.0,36,3090.0,479,0.7666666666666667,539.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,99%,0.0,62.0,72.0,29.9545479,-90.0743526,1.0,0,0,0,0,1,0,0,3.0,5.0,5.0,3.0,0.04,209.0,2.0,35,1131.0,41,0.0,698.0
Private room in home,Private room,4,1.5,1.0,2.0,within an hour,100%,0.0,7.0,8.0,51.46136,-0.08711,1.0,28,57,87,359,87,21,1,4.47,4.64,4.47,4.47,1.46,79.0,2.0,41,1936.0,518,0.9333333333333332,109.0
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,3.0,3.0,37.5457,15.12988,1.0,0,7,37,37,1,1,0,5.0,5.0,5.0,5.0,0.16,70.0,1.0,29,3140.0,475,0.0,266.0
Private room in vacation home,Private room,2,1.0,1.0,1.0,,,0.0,1.0,1.0,41.15811,16.76853,1.0,30,60,90,180,14,6,0,4.71,4.71,4.71,4.43,0.35,77.0,1.0,44,3975.0,432,1.0,166.0
Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,within an hour,100%,1.0,2.0,2.0,56.94525,24.07133,1.0,1,16,46,321,149,21,1,4.99,4.98,4.9,4.97,1.51,42.0,4.0,30,3039.0,492,0.0333333333333333,96.0
Dome,Entire home/apt,8,2.5,3.0,5.0,within an hour,100%,1.0,4.0,4.0,36.46172695977904,25.376440525054928,1.0,0,0,0,209,5,0,0,4.8,5.0,5.0,4.8,0.16,1000.0,1.6666666666666667,67,3220.0,0,0.0,577.0
Private room in farm stay,Private room,16,1.0,1.0,9.0,,,0.0,1.0,1.0,40.226337885431526,18.44141845853425,1.0,29,59,89,269,0,0,0,,,,,,37.0,9.0,22,543.0,67,0.9666666666666668,
Entire rental unit,Entire home/apt,8,3.0,4.0,6.0,within an hour,96%,,84.0,271.0,35.92001,14.49179,1.0,24,26,36,216,67,8,0,4.19,4.33,4.87,4.09,0.55,408.0,1.5,42,4765.0,379,0.8,130.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,3.0,3.0,41.12922,16.86713,1.0,30,60,90,363,1,0,0,5.0,5.0,5.0,5.0,0.02,135.0,2.0,17,2066.0,418,1.0,1299.0
Entire guesthouse,Entire home/apt,3,1.0,2.0,2.0,,,0.0,4.0,5.0,40.27241,18.42917,1.0,0,0,0,222,0,0,0,,,,,,155.0,1.0,13,3928.0,479,0.0,
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,16.0,19.0,26.1285815,-80.1039507,1.0,10,24,54,325,24,24,0,4.96,4.92,4.96,4.92,2.04,390.0,2.0,76,3098.0,512,0.3333333333333333,109.0
Private room in townhouse,Private room,1,1.5,1.0,1.0,,,0.0,3.0,8.0,-33.88536,151.21483,1.0,30,60,90,91,2,0,0,5.0,5.0,5.0,5.0,0.03,120.0,1.0,46,3780.0,529,1.0,1954.0
Private room in rental unit,Private room,1,1.5,1.0,1.0,within an hour,100%,1.0,4.0,4.0,59.92085,10.74995,1.0,30,60,90,365,127,4,1,4.79,4.75,4.85,4.76,0.81,571.0,1.0,45,4799.0,477,1.0,101.0
Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,within an hour,100%,0.0,23.0,30.0,-37.8229226,144.9639272,1.0,16,44,74,75,26,22,0,4.85,4.88,4.96,4.92,1.81,252.0,1.3333333333333333,52,3312.0,316,0.5333333333333333,69.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within a day,60%,0.0,79.0,279.0,36.09589,-115.20845,1.0,0,0,13,119,0,0,0,,,,,,155.0,2.0,41,2396.0,518,0.0,
Entire home,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,1.0,3.0,3.0,30.28503,-97.77289,1.0,22,52,82,357,44,3,0,4.8,4.59,4.95,4.75,0.46,170.0,1.5,30,3300.0,71,0.7333333333333333,145.0
Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,within a few hours,100%,0.0,2.0,2.0,19.28936,-99.16304,1.0,0,16,46,226,15,0,0,5.0,5.0,5.0,5.0,0.21,790.0,2.0,24,2217.0,515,0.0,470.0
Entire home,Entire home/apt,6,1.0,2.0,6.0,within an hour,100%,1.0,4.0,6.0,13.87746,100.59693,1.0,0,22,51,141,17,17,2,4.59,4.47,4.24,4.59,2.49,691.0,3.0,23,950.0,546,0.0,99.0
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,4.0,51.47574,-0.16548,1.0,8,28,58,148,111,30,2,4.72,4.61,4.68,4.68,1.28,52.0,1.0,19,3951.0,521,0.2666666666666666,117.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,0.0,1.0,1.0,-22.968224674525736,-43.38775869259034,1.0,0,0,26,301,0,0,0,,,,,,999.0,1.0,6,1709.0,423,0.0,
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within a few hours,100%,1.0,2.0,3.0,37.72687,-122.42178,1.0,2,32,61,61,13,3,0,4.62,4.23,4.31,4.62,0.14,121.0,1.0,27,3411.0,230,0.0666666666666666,76.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,1.0,1.0,1.0,51.20461,4.42308,1.0,9,13,14,74,38,20,2,4.97,4.92,4.84,4.89,1.49,106.0,1.0,25,2665.0,487,0.3,89.0
Private room in home,Private room,3,2.0,2.0,2.0,within a few hours,67%,0.0,3.0,7.0,-33.85019,151.18044,1.0,30,60,90,365,18,0,0,4.83,4.5,5.0,4.78,0.16,117.0,1.0,35,4627.0,297,1.0,1877.0
Entire home,Entire home/apt,8,2.0,4.0,4.0,within an hour,100%,0.0,127.0,200.0,41.702219,2.869368,1.0,0,0,0,32,18,2,0,4.89,4.67,4.89,4.67,0.26,100.0,1.0,22,3005.0,498,0.0,195.0
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,1.0,1.0,1.0,52.51416,13.30659,1.0,11,34,62,74,199,38,1,4.85,4.61,4.88,4.72,2.7,125.0,2.0,59,2308.0,483,0.3666666666666666,104.0
Private room in home,Private room,2,1.5,1.0,1.0,within a day,100%,0.0,2.0,4.0,53.37823,-6.2684,1.0,19,49,79,167,7,1,0,4.86,5.0,4.86,4.57,0.09,120.0,1.0,16,4663.0,348,0.6333333333333333,194.0
Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,,,1.0,1.0,1.0,37.79812983303447,-122.19788584030051,1.0,0,0,0,169,29,9,0,5.0,5.0,4.97,4.93,1.29,120.0,,61,3921.0,467,0.0,126.0
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,13.0,13.0,40.01534,18.40483,1.0,29,59,89,236,0,0,0,,,,,,100.0,1.0,11,2104.0,442,0.9666666666666668,
Entire vacation home,Entire home/apt,6,2.0,3.0,7.0,within an hour,100%,0.0,1.0,1.0,40.28774,17.85692,1.0,30,60,90,284,7,1,0,5.0,5.0,4.86,4.57,0.17,250.0,2.3333333333333335,55,2028.0,401,1.0,249.0
Room in boutique hotel,Hotel room,2,1.0,1.0,1.0,within an hour,100%,0.0,32.0,33.0,48.88734,2.33571,1.0,29,59,82,82,21,5,0,4.52,4.52,4.81,4.38,0.28,101.0,1.0,12,2937.0,74,0.9666666666666668,147.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,0.0,131.0,180.0,48.17253,16.38028,1.0,1,1,1,1,40,33,1,4.35,4.3,4.55,4.55,2.41,51.0,1.5,40,2326.0,467,0.0333333333333333,20.0
Entire home,Entire home/apt,8,3.0,4.0,5.0,within a few hours,100%,1.0,2.0,2.0,51.90498,-8.85054,1.0,23,24,24,59,41,4,0,4.73,4.68,4.76,4.71,0.66,300.0,1.25,47,2166.0,171,0.7666666666666667,210.0
Room in hotel,Hotel room,8,4.0,4.0,4.0,within an hour,99%,0.0,2873.0,4538.0,30.33914,-97.70402,1.0,0,0,0,0,0,0,0,,,,,,560.0,1.0,25,746.0,488,0.0,
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within an hour,100%,0.0,5.0,8.0,37.07333,25.13412,1.0,0,0,0,218,15,6,0,4.67,5.0,4.8,4.47,0.37,295.0,1.5,33,1347.0,160,0.0,170.0
Entire rental unit,Entire home/apt,8,1.0,2.0,3.0,within an hour,100%,0.0,82.0,84.0,32.70871,-97.34678,1.0,18,45,73,282,28,28,3,4.61,4.68,4.64,4.68,2.67,92.0,1.5,51,1013.0,467,0.6,14.0
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,39.76107,-104.90693,1.0,28,58,88,360,15,5,0,4.93,5.0,4.87,4.93,0.56,168.0,1.0,55,1609.0,330,0.9333333333333332,192.0
Entire home,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,0.0,1.0,1.0,51.46465,-2.55713,1.0,17,41,71,326,148,41,2,4.53,4.44,4.45,4.36,2.51,89.0,1.5,33,1863.0,379,0.5666666666666667,85.0
Entire home,Entire home/apt,6,2.0,3.0,5.0,within an hour,100%,1.0,36.0,52.0,-38.30001,144.99425,1.0,25,55,85,360,39,27,1,4.85,4.77,4.85,4.77,2.09,263.0,1.6666666666666667,40,869.0,507,0.8333333333333334,18.0
Casa particular,Entire home/apt,2,2.0,1.0,1.0,,,0.0,1.0,4.0,-23.02678,-43.49863,1.0,29,59,89,89,2,0,0,4.5,3.5,4.5,4.5,0.08,600.0,1.0,27,5071.0,237,0.9666666666666668,766.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,0.0,16.0,17.0,51.52321,-0.2139,1.0,10,40,70,345,47,15,0,4.64,4.62,4.62,4.55,1.57,178.0,1.5,54,1044.0,500,0.3333333333333333,137.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,,,0.0,2.0,2.0,40.9537765,17.2973785,1.0,29,59,89,364,0,0,0,,,,,,160.0,1.5,6,1699.0,66,0.9666666666666668,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,3.0,45.77188325087734,4.826446945247318,1.0,6,23,47,221,2,2,0,5.0,5.0,4.5,4.5,0.5,59.0,1.0,25,3518.0,462,0.2,68.0
Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,within an hour,100%,0.0,2.0,2.0,45.4510364,9.1403324,1.0,4,15,22,87,6,6,2,4.83,4.67,4.67,4.83,2.5,82.0,2.0,43,200.0,464,0.1333333333333333,11.0
Entire serviced apartment,Entire home/apt,5,1.0,1.0,1.0,within an hour,100%,0.0,58.0,76.0,1.2967540415161,103.8400103347904,1.0,25,55,85,360,1,1,0,5.0,5.0,5.0,4.0,0.18,270.0,1.0,26,4120.0,249,0.8333333333333334,243.0
Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,a few days or more,0%,1.0,3.0,3.0,37.85172,15.29021,1.0,0,0,0,0,129,1,0,4.93,5.0,4.96,4.89,1.13,55.0,1.0,36,3545.0,216,0.0,311.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,151.0,466.0,32.81446,-96.78999,1.0,13,43,73,348,23,6,1,4.7,4.57,4.74,4.7,0.39,145.0,2.0,48,2993.0,468,0.4333333333333333,25.0
Entire rental unit,Entire home/apt,5,3.0,3.0,3.0,within an hour,100%,0.0,197.0,257.0,35.91154,14.47511,1.0,15,43,66,322,9,9,0,4.67,4.89,4.78,4.78,1.27,97.0,1.0,38,4671.0,235,0.5,185.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,99%,0.0,841.0,853.0,40.44258,-3.70168,1.0,30,60,90,331,0,0,0,,,,,,389.0,1.0,27,1757.0,295,1.0,
Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,within an hour,100%,0.0,2.0,3.0,41.98577,-87.6563,1.0,1,1,1,1,26,9,0,4.0,4.42,4.42,3.92,0.45,158.0,,46,1879.0,423,0.0333333333333333,151.0
Entire villa,Entire home/apt,8,4.0,4.0,5.0,within an hour,100%,0.0,1.0,1.0,36.31605,28.18721,1.0,0,0,0,160,0,0,0,,,,,,307.0,1.25,58,1710.0,503,0.0,
Private room in home,Private room,2,1.0,1.0,1.0,,,0.0,48.0,49.0,37.63941769304992,-122.45834963290862,1.0,6,34,64,153,15,15,0,4.8,4.8,4.8,4.73,1.88,65.0,1.0,24,2177.0,448,0.2,120.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within an hour,91%,0.0,4.0,4.0,51.42382237665752,-0.2064295014813285,1.0,4,4,4,62,3,3,3,5.0,5.0,5.0,5.0,3.0,128.0,1.0,30,726.0,60,0.1333333333333333,99.0
Entire vacation home,Entire home/apt,5,1.0,2.0,1.0,a few days or more,33%,0.0,4.0,4.0,38.0339355,12.8369475,1.0,0,0,0,212,0,0,0,,,,,,113.0,0.5,15,753.0,386,0.0,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,-30.9028661,153.0626795,1.0,23,50,64,64,28,28,3,4.93,4.93,4.89,4.86,6.13,147.0,1.0,39,2838.0,497,0.7666666666666667,27.0
Entire loft,Entire home/apt,2,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,48.86257,2.35686,1.0,10,10,10,10,172,22,5,4.76,4.7,4.96,4.69,1.66,133.0,1.0,39,3254.0,514,0.3333333333333333,103.0
Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,within an hour,100%,0.0,32.0,42.0,39.84195,3.13006,1.0,27,34,64,300,16,4,0,4.94,4.75,4.88,4.75,0.25,162.0,1.0,33,4190.0,469,0.9,69.0
Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,within an hour,100%,0.0,3.0,3.0,35.2926546,25.4332822,1.0,0,0,0,181,7,2,0,5.0,4.71,4.57,4.86,0.24,88.0,3.0,42,3557.0,0,0.0,247.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,1.0,1.0,50.8356286,4.3296302,1.0,8,11,15,204,37,37,8,4.65,4.62,4.49,4.68,9.82,86.0,1.0,38,115.0,324,0.2666666666666666,3.0
Entire condo,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,0.0,1.0,3.0,40.46687,17.26606,1.0,6,6,6,97,19,3,0,4.95,5.0,4.53,5.0,0.58,67.0,3.0,43,1061.0,421,0.2,173.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,0.0,2.0,2.0,41.1882,16.67315,1.0,30,60,90,325,2,2,0,5.0,5.0,5.0,5.0,0.54,112.0,1.0,15,508.0,307,1.0,150.0
Room in hotel,Private room,2,1.0,0.0,2.0,within an hour,100%,0.0,5.0,5.0,26.00973,-80.14695,1.0,29,59,89,179,7,0,0,3.57,4.29,4.57,3.86,0.26,169.0,,24,1239.0,362,0.9666666666666668,797.0
Entire home,Entire home/apt,8,2.0,3.0,3.0,within an hour,70%,0.0,37.0,97.0,36.96596,-121.89497,1.0,28,55,83,353,10,1,0,4.4,4.7,4.7,3.8,0.25,348.0,1.0,30,3511.0,155,0.9333333333333332,159.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,1.0,1.0,52.34619929999999,4.8910059,1.0,29,59,89,272,9,8,0,5.0,4.89,5.0,4.78,0.36,304.0,2.0,51,2782.0,508,0.9666666666666668,144.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,0.0,1.0,1.0,48.83577010296908,2.3207778130180494,1.0,1,1,30,30,4,4,0,5.0,5.0,5.0,5.0,0.45,145.0,1.0,35,3561.0,449,0.0333333333333333,307.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,9.0,9.0,-42.88677,147.33135,1.0,6,17,38,274,79,15,0,4.87,4.95,4.97,4.8,1.47,212.0,1.0,22,1626.0,510,0.2,78.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,35.50694,23.96444,1.0,0,0,0,124,20,4,0,4.95,5.0,4.85,4.95,0.25,40.0,1.0,36,2737.0,386,0.0,232.0
Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,within an hour,100%,0.0,10.0,10.0,38.16916,12.73532,1.0,0,0,0,105,1,0,0,5.0,4.0,4.0,4.0,0.02,90.0,1.0,18,4925.0,265,0.0,1748.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,174.0,201.0,49.26814061725438,-123.102182903023,1.0,12,42,72,347,0,0,0,,,,,,156.0,2.0,44,2293.0,466,0.4,
Entire bungalow,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,1.0,6.0,7.0,-30.29617,153.13215,1.0,12,29,54,298,330,41,2,4.78,4.79,4.83,4.72,4.91,198.0,,32,2065.0,435,0.4,30.0
Entire home,Entire home/apt,10,1.0,4.0,5.0,,,0.0,4.0,6.0,43.13244,-77.64013,1.0,29,59,89,89,0,0,0,,,,,,482.0,1.25,12,3227.0,258,0.9666666666666668,
Entire guesthouse,Entire home/apt,5,1.0,1.0,2.0,within an hour,100%,0.0,2.0,2.0,36.27887,-115.21519,1.0,16,46,76,166,28,3,0,4.89,4.96,4.82,4.89,0.3,106.0,2.0,33,2829.0,154,0.5333333333333333,31.0
Entire home,Entire home/apt,5,2.5,2.0,3.0,within an hour,100%,1.0,3.0,3.0,35.51389430049983,24.010198066270444,1.0,27,34,60,288,23,23,2,5.0,5.0,4.83,4.91,2.99,80.0,1.5,59,2120.0,496,0.9,85.0
Entire home,Entire home/apt,7,2.0,3.0,4.0,within a day,89%,1.0,224.0,571.0,39.8406,18.2233,1.0,0,0,30,202,4,3,0,5.0,5.0,5.0,5.0,0.21,237.0,1.3333333333333333,35,3689.0,84,0.0,160.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,274.0,361.0,-27.46093,152.99726,1.0,9,39,69,344,22,9,0,4.68,4.73,4.82,4.68,1.15,135.0,1.0,35,3182.0,525,0.3,77.0
Room in boutique hotel,Private room,4,1.0,1.0,3.0,within an hour,75%,1.0,16.0,16.0,40.8517,14.25979,1.0,6,7,7,73,72,13,0,4.93,4.94,4.92,4.86,1.26,173.0,3.0,17,3245.0,486,0.2,84.0
Entire home,Entire home/apt,4,1.5,2.0,2.0,within a few hours,94%,0.0,388.0,1012.0,39.86066,18.26471,1.0,30,60,90,328,2,2,0,5.0,5.0,5.0,5.0,0.54,252.0,1.0,32,3346.0,78,1.0,171.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,4.0,4.0,39.48217786937153,-0.3614936061573077,1.0,0,0,0,258,0,0,0,,,,,,105.0,1.0,9,3886.0,458,0.0,
Entire condo,Entire home/apt,4,2.0,1.0,2.0,within an hour,97%,1.0,230.0,243.0,20.708915,-156.443297,1.0,14,31,50,133,0,0,0,,,,,,216.0,2.0,29,3375.0,129,0.4666666666666667,
Entire townhouse,Entire home/apt,8,2.0,3.0,5.0,within an hour,89%,1.0,34.0,47.0,-32.070045,152.54128,1.0,22,36,66,278,4,3,1,5.0,5.0,5.0,4.75,0.24,221.0,1.6666666666666667,22,2482.0,232,0.7333333333333333,20.0
Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,within an hour,100%,0.0,1.0,2.0,51.500714460953255,0.027545616030693,1.0,9,36,62,322,2,2,2,5.0,5.0,5.0,5.0,2.0,113.0,1.0,31,826.0,406,0.3,110.0
Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,within an hour,99%,0.0,57.0,63.0,45.44117,9.20241,1.0,2,2,2,2,0,0,0,,,,,,96.0,4.0,21,1873.0,392,0.0666666666666666,
Entire home,Entire home/apt,6,1.0,3.0,5.0,within an hour,100%,0.0,177.0,269.0,37.390194,24.939028,1.0,28,58,88,363,0,0,0,,,,,,139.0,1.6666666666666667,36,672.0,456,0.9333333333333332,
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,-43.36461,147.22056,1.0,9,16,46,210,79,45,3,5.0,5.0,5.0,4.86,4.02,300.0,1.0,42,4141.0,419,0.3,29.0
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,0.0,12.0,14.0,40.78335,-73.94685,1.0,0,3,33,308,10,2,0,4.6,4.0,4.7,4.2,0.14,96.0,,24,2663.0,256,0.0,82.0
Entire rental unit,Entire home/apt,1,1.0,0.0,1.0,within a few hours,88%,1.0,3.0,3.0,48.84556780115347,2.292554327876018,1.0,6,36,66,246,0,0,0,,,,,,45.0,,3,3442.0,194,0.2,
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,83%,0.0,3.0,3.0,38.7293759,-9.1368848,1.0,29,52,82,173,0,0,0,,,,,,68.0,1.0,11,2961.0,416,0.9666666666666668,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,82.0,82.0,51.51421626123852,-0.1360845815641019,1.0,21,51,81,253,2,2,1,5.0,5.0,5.0,4.0,0.39,274.0,1.0,35,534.0,494,0.7,96.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,0.0,1.0,1.0,45.8272,10.09325,1.0,21,41,66,187,8,8,0,5.0,5.0,4.75,5.0,1.2,105.0,1.5,42,274.0,445,0.7,132.0
Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,within a day,100%,1.0,1.0,2.0,46.23028,6.06797,1.0,27,52,82,357,23,14,0,4.96,4.87,4.83,4.74,1.29,65.0,1.0,4,1230.0,52,0.9,168.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,90%,0.0,27.0,27.0,41.7970379,3.0516211,1.0,0,0,0,4,0,0,0,,,,,,183.0,1.0,37,2838.0,315,0.0,
Entire home,Entire home/apt,7,2.0,4.0,5.0,within an hour,100%,0.0,50.0,54.0,-33.62555070627819,115.1150513937472,1.0,0,7,37,274,0,0,0,,,,,,479.0,1.25,56,3039.0,391,0.0,
Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,within an hour,97%,0.0,133.0,138.0,45.45995931753149,-73.57554034821945,1.0,2,32,62,178,0,0,0,,,,,,152.0,1.5,44,1187.0,467,0.0666666666666666,
Private room in rental unit,Private room,1,1.0,1.0,1.0,,,0.0,1.0,2.0,32.75194,-117.17288,1.0,30,60,89,89,0,0,0,,,,,,70.0,1.0,13,3171.0,508,1.0,
Private room in home,Private room,2,1.0,0.0,1.0,a few days or more,100%,0.0,1.0,3.0,53.45669,-2.19313,1.0,2,32,57,323,27,9,0,4.7,4.56,4.78,4.85,0.35,25.0,,16,2705.0,473,0.0666666666666666,124.0
Private room in guesthouse,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,16.0,18.0,48.21212444768356,16.387446627176093,1.0,12,22,50,284,13,13,8,4.69,4.62,4.54,4.77,1.87,59.0,1.0,18,801.0,85,0.4,16.0
Entire condo,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,0.0,13.0,19.0,40.64633,17.93608,1.0,30,60,90,363,1,1,0,4.0,3.0,5.0,2.0,0.12,215.0,2.0,41,2327.0,57,1.0,321.0
Entire rental unit,Entire home/apt,8,2.0,4.0,5.0,within an hour,100%,0.0,37.0,58.0,39.5315624,2.5749441,1.0,0,0,0,64,0,0,0,,,,,,165.0,1.25,38,4593.0,73,0.0,
Private room in home,Private room,4,1.0,1.0,1.0,within an hour,100%,0.0,3.0,5.0,32.7678,-96.6605,1.0,14,32,62,242,12,12,3,4.42,4.17,4.0,4.58,1.44,41.0,1.0,73,3140.0,500,0.4666666666666667,18.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,2.0,4.0,51.52345,-0.26165,1.0,15,35,48,77,19,19,2,4.89,4.84,4.79,4.68,1.79,145.0,2.0,39,587.0,140,0.5,107.0
Entire rental unit,Entire home/apt,9,1.0,4.0,6.0,within an hour,100%,1.0,3.0,3.0,45.77014,4.82842,1.0,0,0,0,0,200,17,1,4.74,4.74,4.8,4.63,1.61,210.0,1.5,32,3872.0,442,0.0,26.0
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,1.0,6.0,9.0,34.091715154967744,-118.3488999605086,1.0,7,26,55,55,98,55,5,4.93,4.92,4.93,4.84,2.55,217.0,2.0,74,2020.0,408,0.2333333333333333,25.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within a few hours,99%,0.0,1197.0,1399.0,30.2748812,-97.757196,1.0,13,36,59,59,1,0,0,5.0,5.0,5.0,5.0,0.07,646.0,2.0,41,1474.0,445,0.4333333333333333,420.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,100%,0.0,8.0,9.0,38.70962,-9.14697,1.0,30,60,90,365,16,0,0,4.69,4.81,4.94,4.63,0.71,56.0,1.0,4,2828.0,434,1.0,515.0
